dataset.num,variable,level,year,satt,lower90,upper90
0001,Overall,NA,3,42.11540226531244,15.969919570654412,65.79966881736149
0001,Overall,NA,4,49.940200528159835,21.734836512010475,76.36234137118416
0001,Overall,NA,NA,46.02780139673615,21.528705954100147,66.86265059208942
0001,X1,0,NA,30.27477473300641,-3.4465736664122133,62.36325534473211
0001,X1,1,NA,57.71221236178923,28.707428049563916,86.1960804899773
0001,X2,A,NA,49.57292599023464,19.68509058888418,80.02094959633946
0001,X2,B,NA,31.035232161745057,-14.999960881345912,73.13578393964103
0001,X2,C,NA,64.25616508767342,16.947293579651046,107.29631684562143
0001,X3,0,NA,43.56994652768958,9.930898080219634,72.12547148146702
0001,X3,1,NA,54.36548754367544,20.733743968859105,86.63081009608513
0001,X4,A,NA,37.398434227366465,9.514517722880711,62.496786843386936
0001,X4,B,NA,69.63219652383899,30.112491879258585,107.02698501809483
0001,X4,C,NA,79.0373811077175,16.678297019959984,137.6171193372853
0001,X5,0,NA,46.508399912219375,16.217858162529637,77.91723640493358
0001,X5,1,NA,47.62068189854983,11.327160506263468,82.2156221398348
0002,Overall,NA,3,23.79725832755244,2.993262016513114,43.66008614357245
0002,Overall,NA,4,9.709878370715842,-19.78950483427301,38.11014865385049
0002,Overall,NA,NA,16.753568349134127,-6.088332333394796,39.52257768426136
0002,X1,0,NA,-3.9632288375617577,-32.69823312116938,25.113734795169933
0002,X1,1,NA,32.26044128032288,-3.6461161147006607,63.11797116131122
0002,X2,A,NA,-9.101861617311783,-38.32045114189965,20.245780507439044
0002,X2,B,NA,44.095738268190104,3.9127173357152856,79.53164757559576
0002,X2,C,NA,25.214178850677683,-28.15208065718437,69.71489064495428
0002,X3,0,NA,1.3534325928290514,-33.13021674445184,37.33218332124377
0002,X3,1,NA,22.832843606937473,-5.442029400044788,50.28553561839831
0002,X4,A,NA,17.504252025709548,-9.19745429883487,42.299523410418594
0002,X4,B,NA,39.32267198012494,-32.83635081827312,116.73261493703812
0002,X4,C,NA,15.405257351548556,-35.16051022250841,56.876417054351485
0002,X5,0,NA,14.578665247202592,-16.166579349913654,44.007399634738576
0002,X5,1,NA,25.92339612540502,-2.5410667634038475,51.81431564114936
0003,Overall,NA,3,-32.93854692355379,-66.1389162913162,2.053583282653676
0003,Overall,NA,4,-3.988024311918707,-37.88513891766433,24.942788340008654
0003,Overall,NA,NA,-18.463285617736233,-48.64047677177676,9.328292322853828
0003,X1,0,NA,-38.36928077417909,-79.85979724541808,-3.3691380336896657
0003,X1,1,NA,-4.419748284676018,-44.99636228253828,38.429054049334475
0003,X2,A,NA,-30.23469829246085,-78.89569320808836,15.049516551514614
0003,X2,B,NA,5.607019040418663,-38.79087150830669,40.127812919589246
0003,X2,C,NA,-29.395057928755705,-84.05915515131193,18.931218913164045
0003,X3,0,NA,-21.29977015265041,-62.12186442173799,20.961280123334276
0003,X3,1,NA,-18.881735878362576,-59.76323196303608,18.03008937781813
0003,X4,A,NA,-3.5776737905402456,-40.63499598196899,27.222233244666302
0003,X4,B,NA,-66.46456578373386,-143.2804848576136,-1.7236877000041488
0003,X4,C,NA,-143.126312072515,-238.27242043804355,-66.68934510501276
0003,X5,0,NA,0.3010032715941975,-32.297249228569704,34.314961054947474
0003,X5,1,NA,-35.0785157848581,-81.25455789738518,8.258547720889737
0004,Overall,NA,3,43.98451439191993,2.966993575511296,90.57919715320328
0004,Overall,NA,4,18.238588353085504,-22.83731642091824,63.74854422172787
